survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,has_deck,embarked_Q,embarked_S,fare_normalized
1,1,1,23.0,3,2,263.0,0,0,1,False,True,0.5133418122566505
0,3,0,24.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,29.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,20.0,0,0,7.8542,1,1,0,False,True,0.015330377421392339
0,1,0,46.0,1,0,61.175,1,0,1,False,True,0.11940564777490723
0,3,0,26.0,1,2,20.575,1,0,0,False,True,0.04015972542654215
0,3,0,59.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,1,0,71.0,0,0,34.6542,1,1,1,False,False,0.06764049365134761
1,1,0,23.0,0,1,63.3583,1,0,1,False,False,0.12366716556464086
1,2,1,34.0,0,1,23.0,0,0,0,False,True,0.04489301019734967
0,2,0,34.0,1,0,26.0,1,0,0,False,True,0.050748620223090936
0,3,1,28.0,0,0,7.8958,0,1,0,False,True,0.015411575213749284
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,1,0,21.0,0,1,77.2875,1,0,1,False,True,0.15085515328815924
0,3,0,33.0,0,0,8.6542,1,1,0,False,True,0.016891873428256675
0,3,0,37.0,2,0,7.925,1,0,0,False,True,0.015468569817999833
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,3,1,21.0,0,0,7.65,0,1,0,False,True,0.014931805565640218
1,3,0,28.0,0,0,7.775,1,1,0,False,True,0.015175789316712771
0,3,0,38.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,3,1,28.0,1,0,24.15,0,0,0,True,False,0.04713766070721715
0,1,0,47.0,0,0,52.0,1,1,1,False,True,0.10149724044618187
0,3,1,14.5,1,0,14.4542,0,0,0,False,False,0.028212719478023115
0,3,0,22.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,1,20.0,1,0,9.825,0,0,0,False,True,0.019177122834302632
0,3,1,17.0,0,0,14.4583,0,1,0,False,False,0.028220722145058292
0,3,0,21.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
0,3,0,70.5,0,0,7.75,1,1,0,True,False,0.015126992566498259
0,2,0,29.0,1,0,21.0,1,0,0,False,True,0.04098927018018883
0,1,0,24.0,0,1,247.5208,1,0,1,False,False,0.4831284260198326
0,3,1,2.0,4,2,31.275,0,0,0,False,True,0.06104473451835265
0,2,0,21.0,2,0,73.5,1,0,0,False,True,0.1434624456306609
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,2,0,32.5,1,0,30.0708,1,0,0,False,False,0.058694292654020104
1,2,1,32.5,0,0,13.0,0,1,1,False,True,0.025374310111545468
0,1,0,54.0,0,1,77.2875,1,0,1,False,True,0.15085515328815924
1,3,0,12.0,1,0,11.2417,0,0,0,False,False,0.021942337075458514
0,3,0,28.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
1,3,0,24.0,0,0,7.1417,1,1,0,False,True,0.01393967004027879
1,3,1,28.0,1,1,22.3583,0,0,1,False,False,0.04364049521284361
0,3,0,45.0,0,0,6.975,1,1,0,False,True,0.013614293309848433
0,3,0,33.0,0,0,7.8958,1,1,0,False,False,0.015411575213749284
0,3,0,20.0,0,0,7.05,1,1,0,False,True,0.013760683560491965
0,3,1,47.0,1,0,14.5,0,0,0,False,True,0.028302115124416098
1,2,1,29.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
0,2,0,25.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,2,0,23.0,0,0,15.0458,1,1,0,False,False,0.02936744577509929
1,1,1,19.0,0,2,26.2833,0,0,1,False,True,0.051301584996521765
0,1,0,37.0,1,0,53.1,1,0,1,False,True,0.10364429745562033
0,3,0,16.0,0,0,9.2167,1,1,0,False,True,0.01798980030808316
0,1,0,24.0,0,0,79.2,1,1,1,False,False,0.15458810467956932
0,3,1,28.0,0,2,15.2458,0,0,0,False,False,0.029757819776815374
1,3,1,22.0,0,0,7.75,0,1,0,False,True,0.015126992566498259
1,3,1,24.0,1,0,15.85,0,0,0,False,True,0.030937139635999665
0,3,0,19.0,0,0,6.75,1,1,0,True,False,0.013175122557917838
0,2,0,18.0,0,0,11.5,1,1,0,False,True,0.022446505098674834
0,2,0,19.0,1,1,36.75,1,0,0,False,True,0.07173122281533045
1,3,0,27.0,0,0,7.7958,1,1,0,False,True,0.015216388212891242
0,3,1,9.0,2,2,34.375,0,0,0,False,True,0.06709553154495196
0,2,0,36.5,0,2,26.0,1,0,1,False,True,0.050748620223090936
0,2,0,42.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,2,0,51.0,0,0,12.525,1,1,0,False,True,0.02444717185746977
1,1,1,22.0,1,0,66.6,0,0,1,False,True,0.12999454257145598
0,3,0,55.5,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,40.5,0,2,14.5,1,0,0,False,True,0.028302115124416098
0,3,0,28.0,0,0,7.3125,1,1,0,False,True,0.014273049437744325
0,1,0,51.0,0,1,61.3792,1,0,0,False,False,0.11980421963065935
1,3,1,16.0,0,0,7.7333,0,1,0,True,False,0.015094396337354966
0,3,0,30.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,28.0,0,0,8.6625,1,1,0,False,True,0.016908073949327893
0,3,0,28.0,8,2,69.55,1,0,0,False,True,0.13575255909676823
0,3,0,44.0,0,1,16.1,1,0,0,False,True,0.031425107138144774
1,2,1,40.0,0,0,15.75,0,1,0,False,True,0.030741952635141623
0,3,0,26.0,0,0,7.775,1,1,0,False,True,0.015175789316712771
0,3,0,17.0,0,0,8.6625,1,1,0,False,True,0.016908073949327893
0,3,0,1.0,4,1,39.6875,0,0,0,False,True,0.07746484096553544
1,3,0,9.0,0,2,20.525,0,0,0,False,True,0.04006213192611313
1,1,1,28.0,0,1,55.0,0,0,1,False,True,0.10735285047192313
0,3,1,45.0,1,4,27.9,0,0,0,False,True,0.05445717323939373
0,1,0,28.0,0,0,25.925,1,1,0,False,True,0.050602229972447406
0,3,0,28.0,0,0,56.4958,1,1,0,False,True,0.11027245763075773
0,1,0,61.0,0,0,33.5,1,1,1,False,True,0.06538764528744409
0,3,0,4.0,4,1,29.125,0,0,0,True,False,0.056848213999904744
1,3,1,1.0,1,1,11.1333,0,0,0,False,True,0.021730754366528396
0,3,0,21.0,0,0,7.925,1,1,0,False,True,0.015468569817999833
0,1,0,56.0,0,0,30.6958,1,1,1,False,False,0.05991421140938287
0,3,0,18.0,1,1,7.8542,1,0,0,False,True,0.015330377421392339
0,3,0,28.0,3,1,25.4667,1,0,0,False,True,0.04970768794751499
0,1,1,50.0,0,0,28.7125,0,1,1,False,False,0.05604306762136532
0,2,0,30.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,3,0,36.0,0,0,0.0,1,1,0,False,True,0.0
0,3,1,28.0,8,2,69.55,0,0,0,False,True,0.13575255909676823
0,2,0,28.0,0,0,15.05,1,1,0,False,False,0.02937564362913533
0,3,0,9.0,4,2,31.3875,0,0,0,False,True,0.061264319894317944
1,2,0,1.0,2,1,39.0,0,0,1,False,True,0.0761229303346364
1,3,1,4.0,0,2,22.025,0,0,0,False,True,0.04298993693898376
0,1,0,28.0,0,0,50.0,1,1,1,False,True,0.09759350042902103
1,3,1,28.0,1,0,15.5,0,0,0,True,False,0.030253985132996517
1,1,0,45.0,0,0,26.55,1,1,0,False,True,0.051822148727810165
0,3,0,40.0,1,1,15.5,1,0,0,True,False,0.030253985132996517
0,3,0,36.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,2,1,32.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
0,2,0,19.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
1,3,1,19.0,1,0,7.8542,0,0,0,False,True,0.015330377421392339
1,2,0,3.0,1,1,26.0,0,0,1,False,True,0.050748620223090936
1,1,1,44.0,0,0,27.7208,0,1,1,False,False,0.05410739813385612
1,1,1,58.0,0,0,146.5208,0,1,1,False,False,0.2859895551532101
0,3,0,28.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
0,3,0,42.0,0,1,8.4042,1,0,0,False,True,0.01640390592611157
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
0,2,1,24.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
0,3,0,28.0,0,0,9.5,1,1,0,False,True,0.018542765081513996
0,3,0,28.0,8,2,69.55,1,0,0,False,True,0.13575255909676823
0,3,0,34.0,0,0,6.4958,1,1,0,False,True,0.012678957201736696
0,3,0,45.5,0,0,7.225,1,1,0,False,False,0.014102260811993537
1,3,0,18.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,1,2.0,0,1,10.4625,0,0,1,False,True,0.02042143996477265
0,3,0,32.0,1,0,15.85,1,0,0,False,True,0.030937139635999665
1,3,0,26.0,0,0,18.7875,1,1,0,False,False,0.036670757786204655
1,3,1,16.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,1,0,40.0,0,0,31.0,1,1,1,False,False,0.060507970265993034
0,3,0,24.0,0,0,7.05,1,1,0,False,True,0.013760683560491965
1,2,1,35.0,0,0,21.0,0,1,0,False,True,0.04098927018018883
0,3,0,22.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,2,0,30.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,3,0,28.0,1,0,7.75,1,0,0,True,False,0.015126992566498259
1,1,1,31.0,1,0,113.275,0,0,1,False,False,0.22109807522194713
1,3,1,27.0,0,0,7.925,0,1,0,False,True,0.015468569817999833
0,2,0,42.0,1,0,27.0,1,0,0,False,True,0.05270049023167135
1,1,1,32.0,0,0,76.2917,0,1,1,False,False,0.14891148113361488
0,2,0,30.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
1,3,0,16.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,2,0,27.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,3,0,51.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,1,0,38.0,1,0,90.0,1,0,1,False,True,0.17566830077223786
0,3,0,22.0,0,0,9.35,1,1,0,False,True,0.01824998458022693
1,2,0,19.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
0,3,0,20.5,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,2,0,18.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,3,1,28.0,3,1,25.4667,0,0,0,False,True,0.04970768794751499
1,1,1,35.0,1,0,83.475,0,0,1,False,True,0.16293234896625058
0,3,0,29.0,0,0,7.775,1,1,0,False,True,0.015175789316712771
0,2,0,59.0,0,0,13.5,1,1,0,False,True,0.026350245115835676
1,3,1,5.0,4,2,31.3875,0,0,0,False,True,0.061264319894317944
0,2,0,24.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
0,3,1,28.0,0,0,7.55,0,1,0,False,True,0.014736618564782174
0,2,0,44.0,1,0,26.0,1,0,0,False,True,0.050748620223090936
1,2,1,8.0,0,2,26.25,0,0,0,False,True,0.05123658772523604
0,2,0,19.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
0,2,0,33.0,0,0,12.275,1,1,0,False,True,0.023959204355324663
0,3,1,28.0,1,0,14.4542,0,0,0,False,False,0.028212719478023115
1,3,1,28.0,1,0,15.5,0,0,0,True,False,0.030253985132996517
0,2,0,29.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
0,3,0,22.0,0,0,7.125,1,1,0,False,True,0.013907073811135496
0,3,0,30.0,0,0,7.225,1,1,0,False,False,0.014102260811993537
0,1,0,44.0,2,0,90.0,1,0,1,True,False,0.17566830077223786
0,3,1,25.0,0,0,7.775,0,1,0,False,True,0.015175789316712771
1,2,1,24.0,0,2,14.5,0,0,0,False,True,0.028302115124416098
1,1,0,37.0,1,1,52.5542,1,0,1,False,True,0.10257896680493714
0,2,0,54.0,1,0,26.0,1,0,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,3,1,29.0,1,1,10.4625,0,0,1,False,True,0.02042143996477265
0,1,0,62.0,0,0,26.55,1,1,1,False,True,0.051822148727810165
0,3,0,30.0,1,0,16.1,1,0,0,False,True,0.031425107138144774
0,3,1,41.0,0,2,20.2125,0,0,0,False,True,0.039452172548431745
1,3,1,29.0,0,2,15.2458,0,0,0,False,False,0.029757819776815374
1,1,1,28.0,0,0,79.2,0,1,0,False,False,0.15458810467956932
1,1,1,30.0,0,0,86.5,0,1,1,False,True,0.16883675574220638
1,1,1,35.0,0,0,512.3292,0,1,0,False,False,1.0
1,2,1,50.0,0,1,26.0,0,0,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
1,3,0,3.0,4,2,31.3875,0,0,0,False,True,0.061264319894317944
0,1,0,52.0,1,1,79.65,1,0,1,False,True,0.1554664461834305
0,1,0,40.0,0,0,0.0,1,1,1,False,True,0.0
0,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
0,2,0,36.0,0,0,10.5,1,1,0,False,True,0.020494635090094415
0,3,0,16.0,4,1,39.6875,1,0,0,False,True,0.07746484096553544
1,3,0,25.0,1,0,7.775,1,0,0,False,True,0.015175789316712771
1,1,1,58.0,0,1,153.4625,0,0,1,False,True,0.2995388511917728
1,1,1,35.0,0,0,135.6333,0,1,1,False,True,0.2647385704347907
0,1,0,28.0,0,0,31.0,1,1,0,False,True,0.060507970265993034
1,3,0,25.0,0,0,0.0,1,1,0,False,True,0.0
1,2,1,41.0,0,1,19.5,0,0,0,False,True,0.0380614651673182
0,1,0,37.0,0,1,29.7,1,0,1,False,False,0.057970539254838485
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,1,1,63.0,1,0,77.9583,0,0,1,False,True,0.15216446768991498
0,3,1,45.0,0,0,7.75,0,1,0,False,True,0.015126992566498259
0,2,0,28.0,0,0,0.0,1,1,0,False,True,0.0
0,3,0,7.0,4,1,29.125,0,0,0,True,False,0.056848213999904744
1,3,1,35.0,1,1,20.25,0,0,0,False,True,0.03952536767375352
0,3,0,65.0,0,0,7.75,1,1,0,True,False,0.015126992566498259
0,3,0,28.0,0,0,7.8542,1,1,0,False,True,0.015330377421392339
0,3,0,16.0,0,0,9.5,1,1,0,False,True,0.018542765081513996
1,3,0,19.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,1,0,28.0,0,0,26.0,1,1,1,False,True,0.050748620223090936
0,3,0,33.0,0,0,8.6625,1,1,0,False,False,0.016908073949327893
1,3,0,30.0,0,0,9.5,1,1,0,False,True,0.018542765081513996
0,3,0,22.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,2,0,42.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
1,3,1,22.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,1,1,26.0,0,0,78.85,0,1,0,False,True,0.15390495017656614
1,1,1,19.0,1,0,91.0792,0,0,1,False,False,0.17777475888549785
0,2,0,36.0,0,0,12.875,1,1,1,False,False,0.025130326360472913
0,3,1,24.0,0,0,8.85,0,1,0,False,True,0.01727404957593672
0,3,0,24.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,1,0,28.0,0,0,27.7208,1,1,0,False,False,0.05410739813385612
0,3,0,23.5,0,0,7.2292,1,1,0,False,False,0.014110458666029575
0,1,1,2.0,1,2,151.55,0,0,1,False,True,0.29580589980036276
1,1,0,28.0,0,0,30.5,1,1,1,False,True,0.05953203526170282
1,1,1,50.0,0,1,247.5208,0,0,1,False,False,0.4831284260198326
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,3,0,28.0,2,0,23.25,1,0,0,True,False,0.04538097769949478
0,3,0,19.0,0,0,0.0,1,1,0,False,True,0.0
1,2,1,28.0,0,0,12.35,0,1,1,True,False,0.024105594605968193
0,3,0,28.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
1,1,0,0.92,1,2,151.55,0,0,1,False,True,0.29580589980036276
1,1,1,28.0,0,0,110.8833,0,1,0,False,False,0.21642978772242535
1,1,1,17.0,1,0,108.9,0,0,1,False,False,0.2125586439344078
0,2,0,30.0,1,0,24.0,1,0,0,False,False,0.04684488020593009
1,1,1,30.0,0,0,56.9292,0,1,1,False,False,0.11111839809247648
1,1,1,24.0,0,0,83.1583,0,1,1,False,False,0.16231419173453318
1,1,1,18.0,2,2,262.375,0,0,1,False,False,0.5121218935012878
0,2,1,26.0,1,1,26.0,0,0,0,False,True,0.050748620223090936
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,2,0,43.0,1,1,26.25,1,0,0,False,True,0.05123658772523604
1,3,1,26.0,0,0,7.8542,0,1,0,False,True,0.015330377421392339
1,2,1,24.0,1,0,26.0,0,0,0,False,True,0.050748620223090936
0,2,0,54.0,0,0,14.0,1,1,0,False,True,0.027326180120125887
1,1,1,31.0,0,2,164.8667,0,0,1,False,True,0.32179836714362564
1,1,1,40.0,1,1,134.5,0,0,1,False,False,0.2625265161540666
0,3,0,22.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
0,3,0,27.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
1,2,1,30.0,0,0,12.35,0,1,0,True,False,0.024105594605968193
1,2,1,22.0,1,1,29.0,0,0,0,False,True,0.056604230248832196
0,3,0,28.0,8,2,69.55,1,0,0,False,True,0.13575255909676823
1,1,1,36.0,0,0,135.6333,0,1,1,False,False,0.2647385704347907
0,3,0,61.0,0,0,6.2375,1,1,0,False,True,0.012174789178520372
1,2,1,36.0,0,0,13.0,0,1,1,False,True,0.025374310111545468
1,3,1,31.0,1,1,20.525,0,0,0,False,True,0.04006213192611313
1,1,1,16.0,0,1,57.9792,0,0,1,False,False,0.11316786160148591
1,3,1,28.0,2,0,23.25,0,0,0,True,False,0.04538097769949478
0,1,0,45.5,0,0,28.5,1,1,1,False,True,0.055628295244541985
0,1,0,38.0,0,1,153.4625,1,0,1,False,True,0.2995388511917728
0,3,0,16.0,2,0,18.0,1,0,0,False,True,0.03513366015444757
1,1,1,28.0,1,0,133.65,0,0,0,False,True,0.2608674266467732
0,3,0,28.0,0,0,7.8958,1,1,0,False,True,0.015411575213749284
0,1,0,29.0,1,0,66.6,1,0,1,False,True,0.12999454257145598
1,1,1,41.0,0,0,134.5,0,1,1,False,False,0.2625265161540666
1,3,0,45.0,0,0,8.05,1,1,0,False,True,0.015712553569072387
0,1,0,45.0,0,0,35.5,1,1,0,False,True,0.06929138530460492
1,2,0,2.0,1,1,26.0,0,0,1,False,True,0.050748620223090936
1,1,1,24.0,3,2,263.0,0,0,1,False,True,0.5133418122566505
0,2,0,28.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,2,0,25.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
0,2,0,36.0,0,0,13.0,1,1,0,False,True,0.025374310111545468
1,2,1,24.0,0,0,13.0,0,1,1,False,True,0.025374310111545468
1,2,1,40.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
1,3,1,28.0,1,0,16.1,0,0,0,False,True,0.031425107138144774
1,3,0,3.0,1,1,15.9,0,0,0,False,True,0.031034733136428686
0,3,0,42.0,0,0,8.6625,1,1,0,False,True,0.016908073949327893
0,3,0,23.0,0,0,9.225,1,1,0,False,True,0.01800600082915438
0,1,0,28.0,0,0,35.0,1,1,1,False,True,0.06831545030031472
0,3,0,15.0,1,1,7.2292,0,0,0,False,False,0.014110458666029575
0,3,0,25.0,1,0,17.8,1,0,0,False,True,0.034743286152731485
0,3,0,28.0,0,0,7.225,1,1,0,False,False,0.014102260811993537
0,3,0,28.0,0,0,9.5,1,1,0,False,True,0.018542765081513996
1,1,1,22.0,0,1,55.0,0,0,1,False,True,0.10735285047192313
0,2,1,38.0,0,0,13.0,0,1,0,False,True,0.025374310111545468
1,3,1,28.0,0,0,7.8792,0,1,0,True,False,0.01537917417160685
1,3,1,28.0,0,0,7.8792,0,1,0,True,False,0.01537917417160685
0,3,0,40.0,1,4,27.9,1,0,0,False,True,0.05445717323939373
0,2,0,29.0,1,0,27.7208,1,0,0,False,False,0.05410739813385612
0,3,1,45.0,0,1,14.4542,0,0,0,False,False,0.028212719478023115
0,3,0,35.0,0,0,7.05,1,1,0,False,True,0.013760683560491965
0,3,0,28.0,1,0,15.5,1,0,0,True,False,0.030253985132996517
0,3,0,30.0,0,0,7.25,1,1,0,False,True,0.014151057562208049
1,1,1,60.0,1,0,75.25,0,0,1,False,False,0.14687821814567664
1,3,1,28.0,0,0,7.2292,0,1,0,False,False,0.014110458666029575
1,3,1,28.0,0,0,7.75,0,1,0,True,False,0.015126992566498259
1,1,1,24.0,0,0,69.3,0,1,1,False,False,0.13526459159462315
1,1,0,25.0,1,0,55.4417,1,0,1,False,False,0.1082149914547131
0,3,0,18.0,1,0,6.4958,1,0,0,False,True,0.012678957201736696
